age,months_as_customer,policy_annual_premium,umbrella_limit,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,claim_ratio,avg_claim_per_vehicle,injury_ratio,property_ratio,vehicle_ratio,high_claim_flag,no_witness_high_claim,incident_type,incident_severity,policy_state,insured_sex,collision_type,nlp_fraud_score,fraud_label
44,299,1653.32,0,3,1,2,0,54240,6780,6780,40680,32.786885245901644,27120.0,0.12499769547021626,0.12499769547021626,0.7499861728212975,1,1,2,1,2,0,2,0.1363528675630868,0
26,91,1022.46,0,15,3,0,2,74200,7420,7420,59360,72.49916948390752,18550.0,0.09999865230926806,0.09999865230926806,0.7999892184741445,1,0,0,1,0,0,1,0.1285283970832825,0
53,398,1396.43,0,16,1,2,1,47430,5270,5270,36890,33.94087718168352,23715.0,0.11110876852691277,0.11110876852691277,0.7777613796883894,1,0,2,2,0,0,1,0.1285283970832825,0
43,218,1521.55,0,18,1,1,3,68200,13640,6820,47740,44.79327444090506,34100.0,0.199997067491679,0.0999985337458395,0.6999897362208766,1,0,2,0,0,0,2,0.5597630786895753,1
33,152,1034.27,0,18,1,1,0,63900,7100,7100,49700,61.72302877510215,31950.0,0.11110937231029248,0.11110937231029248,0.7777656061720474,1,1,2,1,1,0,1,0.1285283970832825,0
39,212,1255.35,0,22,2,0,3,59300,11860,5930,41510,47.20022286783142,19766.666666666668,0.19999662737559232,0.09999831368779616,0.699988195814573,1,0,0,2,2,0,2,0.1285283970832825,0
44,242,1396.89,6000000,15,3,1,2,66900,6690,13380,46830,47.8578428917869,16725.0,0.09999850525403207,0.19999701050806415,0.6999895367782245,1,0,0,1,0,0,1,0.4616602198282877,1
27,80,795.31,0,16,3,1,3,40810,3710,7420,29680,51.24888548429632,10202.5,0.09090686334566661,0.18181372669133322,0.7272549067653329,1,0,0,0,2,1,2,0.5597630786895753,1
43,260,982.22,0,18,1,1,0,75400,15080,7540,52780,76.68680458086695,37700.0,0.19999734751528495,0.09999867375764247,0.6999907163034973,1,1,2,2,1,0,1,0.1363528675630868,0
34,133,1074.07,0,8,1,2,0,4200,420,840,2940,3.906722352963063,2100.0,0.09997619614377529,0.19995239228755057,0.699833373006427,0,1,1,1,1,0,0,0.1335860877134362,0
45,290,1311.3,0,23,3,0,0,52650,5850,5850,40950,40.12039929894079,13162.5,0.11110900077871265,0.11110900077871265,0.7777630054509885,1,1,0,0,2,0,3,0.4616602198282877,1
49,322,1277.12,0,18,1,0,2,42240,7680,7680,26880,33.04854004318844,21120.0,0.1818138775123695,0.1818138775123695,0.6363485712932933,1,0,2,0,0,0,2,0.1285283970832825,0
39,228,1388.62,0,10,1,1,0,59490,6610,6610,46270,42.8102646766742,29745.0,0.11110924341497033,0.11110924341497033,0.7777647039047924,1,1,2,1,1,0,3,0.1199742857615153,0
37,195,1406.52,8000000,12,1,0,2,44200,4420,4420,35360,31.40275093781971,22100.0,0.09999773760774643,0.09999773760774643,0.7999819008619714,1,0,2,0,0,1,3,0.4774945961345326,1
39,247,1558.29,0,5,1,1,2,7700,770,1540,5390,4.938144924933784,3850.0,0.09998701467341904,0.19997402934683808,0.6999091027139333,0,0,3,3,1,0,0,0.0993852642810706,0
57,405,1132.47,4000000,21,3,2,3,61440,10240,10240,40960,54.20522819307084,15360.0,0.16666395403720644,0.16666395403720644,0.6666558161488257,1,0,0,2,1,1,1,0.1199742857615153,0
37,144,1896.91,0,17,3,1,3,54400,5440,10880,38080,28.66310836657165,13600.0,0.09999816179849635,0.1999963235969927,0.6999871325894744,1,0,0,0,2,0,2,0.4616602198282877,1
47,338,1143.46,4000000,4,1,2,1,58560,9760,9760,39040,51.16823654824109,29280.0,0.16666382063147828,0.16666382063147828,0.6666552825259131,1,0,2,2,0,1,1,0.1285283970832825,0
34,121,1285.42,0,11,1,1,1,67300,6730,6730,53840,52.31572892212496,33650.0,0.09999851413797715,0.09999851413797715,0.7999881131038172,1,0,2,0,1,1,1,0.4774945961345326,1
55,398,1305.26,0,18,1,1,3,36740,3340,6680,26720,28.12610047004425,18370.0,0.09090661658637489,0.18181323317274978,0.7272529326909991,1,0,2,0,2,1,2,0.4774945961345326,1
30,9,1073.83,0,12,1,0,0,85690,15580,15580,54530,79.72423546049143,42845.0,0.18181606002964137,0.18181606002964137,0.6363562101037449,1,1,2,2,0,0,2,0.1199742857615153,0
31,115,1051.67,0,18,3,0,3,34160,0,4270,29890,32.450815545232594,8540.0,0.0,0.1249963408565323,0.8749743859957261,1,0,0,0,2,0,3,0.4774945961345326,1
48,280,1387.35,0,16,1,2,2,61320,10220,10220,40880,44.16753700435769,30660.0,0.16666394872882048,0.16666394872882048,0.6666557949152819,1,0,2,1,0,1,1,0.1285283970832825,0
45,254,1083.64,0,19,3,0,0,79680,13280,13280,53120,73.46216256084968,19920.0,0.16666457499278373,0.16666457499278373,0.6666582999711349,1,1,0,2,0,1,2,0.1285283970832825,0
30,141,1851.78,0,13,1,1,0,61740,6860,6860,48020,33.3228985632401,30870.0,0.11110931147859607,0.11110931147859607,0.7777651803501725,1,1,2,2,0,0,1,0.1199742857615153,0
55,441,1270.29,4000000,4,1,0,0,6400,640,640,5120,5.034256542566999,3200.0,0.09998437744102484,0.09998437744102484,0.7998750195281987,1,1,1,1,1,1,0,0.0873722219467163,0
55,381,1459.99,0,8,1,1,2,60600,12120,6060,42420,41.47872333143964,30300.0,0.199996699724427,0.0999983498622135,0.6999884490354945,1,0,2,0,2,0,2,0.1199742857615153,0
38,191,1253.44,0,19,3,2,0,56320,10240,5120,40960,44.896527534198526,14080.0,0.18181495356971644,0.09090747678485822,0.7272598142788658,1,1,0,0,0,0,3,0.1199742857615153,0
34,145,1142.48,0,18,1,2,0,52250,9500,4750,38000,45.69384685346486,26125.0,0.18181470211096437,0.09090735105548219,0.7272588084438575,1,1,2,2,1,0,3,0.1199742857615153,0
60,479,1188.45,0,9,2,0,3,53900,5390,10780,37730,45.31506158308462,17966.666666666668,0.0999981447468507,0.1999962894937014,0.699987013227955,1,0,0,2,0,0,2,0.1199742857615153,0
35,215,1125.4,0,6,1,2,1,2640,220,440,1980,2.34375,1320.0,0.08330177962892843,0.16660355925785686,0.7497160166603559,0,0,3,3,0,1,0,0.1099832439422607,0
33,41,1294.41,0,8,1,0,0,8970,1380,1380,6210,6.924448630163423,4485.0,0.153829004570282,0.153829004570282,0.6922305205662691,1,1,3,1,2,1,0,0.0993852642810706,0
31,45,1459.5,0,6,1,1,3,6000,1000,1000,4000,4.108182129407737,3000.0,0.16663889351774705,0.16663889351774705,0.6665555740709882,0,0,1,1,1,1,0,0.1335860877134362,0
38,156,1367.99,0,23,3,0,3,55200,11040,5520,38640,40.32169701750926,13800.0,0.1999963768772305,0.09999818843861524,0.6999873190703066,1,0,0,0,0,1,1,0.4616602198282877,1
45,246,1594.37,0,13,1,0,3,7260,660,1320,5280,4.5506684969630875,3630.0,0.09089657072028647,0.18179314144057293,0.7271725657622917,0,0,1,3,1,1,0,0.1335860877134362,0
39,178,1035.99,0,3,3,2,0,64680,11760,11760,41160,62.37282905331777,16170.0,0.18181537081986981,0.18181537081986981,0.6363537978695444,1,1,0,1,0,0,1,0.1199742857615153,0
43,237,911.53,0,23,1,0,1,59200,0,11840,47360,64.87457946588057,29600.0,0.0,0.19999662167868787,0.7999864867147515,1,0,2,0,2,0,2,0.1363528675630868,0
34,127,1319.97,0,8,1,1,3,4700,470,940,3290,3.557991475960847,2350.0,0.0999787279302276,0.1999574558604552,0.6998510955115933,0,0,3,1,2,0,0,0.1099832439422607,0
33,1,1391.63,0,23,1,0,3,69400,6940,6940,55520,49.83376776315317,34700.0,0.09999855909857207,0.09999855909857207,0.7999884727885765,1,0,2,2,2,1,3,0.1199742857615153,0
21,5,915.41,5000000,23,1,0,0,40500,4050,4050,32400,44.194192555733785,20250.0,0.09999753092516234,0.09999753092516234,0.7999802474012987,1,1,2,2,1,0,3,0.1199742857615153,0
28,64,1468.82,0,9,3,2,1,60000,5000,10000,45000,40.82132506021146,15000.0,0.0833319444675922,0.1666638889351844,0.7499875002083298,1,0,0,1,0,1,3,0.1199742857615153,0
30,142,1412.76,0,22,1,2,3,67320,11220,11220,44880,47.61770031688547,33660.0,0.16666419096567192,0.16666419096567192,0.6666567638626877,1,0,2,1,1,1,3,0.1199742857615153,0
27,97,1588.26,0,22,3,2,1,75690,8410,8410,58870,47.625939116318285,18922.5,0.1111096431544041,0.1111096431544041,0.7777675020808287,1,0,0,2,2,0,3,0.1285283970832825,0
31,121,1140.91,0,15,3,1,2,64300,6430,6430,51440,56.30916622150607,16075.0,0.09999844481423306,0.09999844481423306,0.7999875585138645,1,0,0,0,1,1,3,0.5597630786895753,1
43,225,1517.54,0,16,3,2,0,64400,6440,6440,51520,42.409156163156716,16100.0,0.0999984472290803,0.0999984472290803,0.7999875778326424,1,1,0,0,2,1,2,0.1363528675630868,0
53,425,912.29,0,17,3,1,2,97080,16180,16180,64720,106.29701409190947,24270.0,0.1666649498872076,0.1666649498872076,0.6666597995488304,1,0,0,1,2,0,1,0.1285283970832825,0
44,285,1144.3,0,3,1,1,0,5500,500,500,4500,4.802235222212521,2750.0,0.09089256498818396,0.09089256498818396,0.8180330848936557,0,1,3,1,2,1,0,0.0993852642810706,0
38,192,1281.43,0,10,3,0,2,30700,3070,6140,21490,23.938928440538664,7675.0,0.09999674277710824,0.19999348555421648,0.6999771994397577,1,0,0,2,1,0,2,0.1199742857615153,0
48,285,1101.85,0,9,1,1,2,33480,3720,3720,26040,30.357709570657843,16740.0,0.11110779247931662,0.11110779247931662,0.7777545473552164,1,0,2,1,0,0,3,0.1363528675630868,0
26,98,1082.1,0,13,2,0,1,65430,14540,7270,43620,60.40993444741945,21810.0,0.2222188259387752,0.1111094129693876,0.6666564778163256,1,0,0,2,1,1,1,0.1363528675630868,0
36,175,1185.44,0,15,3,2,1,42680,3880,7760,31040,35.973163413236236,10670.0,0.09090696094280827,0.18181392188561654,0.7272556875424662,1,0,0,0,2,1,2,0.5597630786895753,1
45,259,1175.07,0,23,1,1,1,87780,7980,7980,71820,74.63841438009642,43890.0,0.09090805527392032,0.09090805527392032,0.8181724974652829,1,0,2,1,0,1,3,0.1363528675630868,0
36,140,979.26,0,2,4,0,2,72800,14560,14560,43680,74.26601105829066,14560.0,0.19999725278498923,0.19999725278498923,0.5999917583549677,1,0,0,0,2,0,1,0.1363528675630868,0
37,231,920.81,0,14,1,2,0,71190,0,7910,63280,77.22849611091223,35595.0,0.0,0.11110955036451237,0.8888764029160989,1,1,2,0,2,0,2,0.4616602198282877,1
38,186,922.85,0,7,1,1,1,3600,400,400,2800,3.896736483195324,1800.0,0.11108025548458761,0.11108025548458761,0.7775617883921133,0,0,3,3,2,1,0,0.0993852642810706,0
41,229,1107.59,3000000,23,1,1,3,62640,10440,10440,41760,56.50420804806105,31320.0,0.16666400600245845,0.16666400600245845,0.6666560240098338,1,0,2,0,2,1,3,0.1199742857615153,0
36,180,1272.46,0,7,3,2,1,69630,12660,6330,50640,54.67780691973049,17407.5,0.18181557065100315,0.09090778532550157,0.7272622826040126,1,0,0,1,0,1,1,0.1285283970832825,0
33,188,1340.24,0,8,3,1,0,76010,13820,6910,55280,56.67143837046315,19002.5,0.1818157898198945,0.09090789490994725,0.727263159279578,1,1,0,1,0,1,2,0.4616602198282877,1
40,214,1648.0,0,17,1,1,0,44220,8040,4020,32160,26.81625227410552,22110.0,0.18181407023812216,0.09090703511906108,0.7272562809524886,1,1,2,2,2,1,2,0.1285283970832825,0
38,178,1381.14,0,10,3,0,3,57200,5200,10400,41600,41.38509847048779,14300.0,0.09090750161710459,0.18181500323420918,0.7272600129368367,1,0,0,1,0,0,2,0.1285283970832825,0
35,55,1198.44,8000000,9,1,0,3,3080,560,560,1960,2.5678650036683783,1540.0,0.18175916910094125,0.18175916910094125,0.6361570918532944,0,0,3,1,0,1,0,0.1099832439422607,0
31,90,951.27,0,2,1,1,0,75790,13780,6890,55120,79.58877209194871,37895.0,0.18181578287659483,0.09090789143829742,0.7272631315063793,1,1,2,2,2,0,2,0.1363528675630868,0
30,135,1341.24,0,18,3,0,1,32670,5940,2970,23760,24.33990940517344,8167.5,0.1818126166937039,0.09090630834685196,0.7272504667748156,1,0,0,1,1,0,2,0.1199742857615153,0
46,277,1177.57,0,4,1,2,3,3870,430,860,2580,3.2836403438064776,1935.0,0.11108240764660295,0.2221648152932059,0.6664944458796177,0,0,3,1,0,0,0,0.0993852642810706,0
38,211,1055.09,0,12,1,0,3,91520,8320,16640,66560,86.65928093249629,45760.0,0.09090809759508747,0.18181619519017495,0.7272647807606998,1,0,2,2,1,0,1,0.4616602198282877,1
32,156,1479.48,0,15,1,1,3,74690,6790,13580,54320,50.44985410137253,37345.0,0.09090787377327925,0.1818157475465585,0.727262990186234,1,0,2,0,0,1,1,0.5597630786895753,1
30,84,1827.38,0,9,1,1,3,4620,420,840,3360,2.52682702720441,2310.0,0.09088941787491885,0.1817788357498377,0.7271153429993508,0,0,3,3,1,1,0,0.0993852642810706,0
32,136,1169.62,0,6,1,0,0,55000,10000,10000,35000,46.983649689907914,27500.0,0.18181487609316194,0.18181487609316194,0.6363520663260668,1,1,2,0,1,0,3,0.4616602198282877,1
48,310,1516.34,0,11,4,0,2,59400,13200,6600,39600,39.147455415398,11880.0,0.22221848117035067,0.11110924058517534,0.666655443511052,1,0,0,0,1,0,2,0.4774945961345326,1
34,123,1270.21,0,13,3,1,1,55260,6140,0,49120,43.4703943486914,13815.0,0.11110910045058903,0.0,0.8888728036047122,1,0,0,2,2,0,3,0.1363528675630868,0
44,243,809.11,0,4,3,2,1,51400,5140,10280,35980,63.44817370480552,12850.0,0.09999805451255812,0.19999610902511625,0.6999863815879068,1,0,0,1,0,1,3,0.1199742857615153,0
37,36,1115.81,0,20,3,1,3,48780,5420,10840,32520,43.67797566282537,12195.0,0.11110883335724975,0.2222176667144995,0.6666530001434985,1,0,0,1,0,0,3,0.1199742857615153,0
31,146,1457.65,5000000,0,3,1,3,52380,5820,5820,40740,35.90991670380146,13095.0,0.11110898990091828,0.11110898990091828,0.7777629293064279,1,0,0,0,2,0,2,0.1285283970832825,0
34,154,1041.36,0,18,4,2,3,74360,13520,13520,47320,71.33811734909246,14872.0,0.1818157367437232,0.1818157367437232,0.6363550786030312,1,0,0,2,2,0,3,0.5597630786895753,1
40,204,1693.83,7000000,6,1,1,0,53400,5340,5340,42720,31.507584831517025,26700.0,0.09999812737589184,0.09999812737589184,0.7999850190071347,1,1,2,1,2,1,1,0.1199742857615153,0
59,458,1685.69,0,23,1,2,2,71800,14360,14360,43080,42.568581067060336,35900.0,0.1999972145234746,0.1999972145234746,0.5999916435704238,1,0,2,2,1,0,1,0.1285283970832825,0
31,147,1054.92,6000000,4,1,0,0,68240,8530,0,59710,64.62610803848776,34120.0,0.12499816825661993,0.0,0.8749871777963395,1,1,2,0,1,0,1,0.5597630786895753,1
45,279,1333.97,6000000,21,3,1,0,61050,11100,11100,38850,45.731364749769654,15262.5,0.18181520368216736,0.18181520368216736,0.6363532128875858,1,1,0,0,1,0,2,0.4616602198282877,1
47,308,1013.61,6000000,7,1,1,1,5590,860,860,3870,5.509506115650348,2795.0,0.15381863709533178,0.15381863709533178,0.692183866928993,1,0,1,1,2,0,0,0.0873722219467163,0
48,284,958.3,0,19,3,0,0,46860,8520,8520,29820,48.84811841968102,11715.0,0.18181430187149228,0.18181430187149228,0.636350056550223,1,1,0,0,0,0,3,0.1363528675630868,0
31,108,1112.04,6000000,5,1,1,3,4290,780,780,2730,3.854308919715374,2145.0,0.1817758098345374,0.1817758098345374,0.636215334420881,0,0,1,1,1,0,0,0.1335860877134362,0
57,421,1206.26,0,22,3,0,0,78500,15700,7850,54950,65.02327584778756,19625.0,0.19999745226175464,0.09999872613087732,0.6999910829161412,1,1,0,1,1,0,1,0.1363528675630868,0
42,266,763.67,0,12,1,1,3,70830,7870,7870,55090,92.62819255365059,35415.0,0.111109542431986,0.111109542431986,0.777766797023902,1,0,2,2,0,1,3,0.1285283970832825,0
56,412,1042.56,0,19,3,0,2,68040,15120,7560,45360,65.19989267507378,17010.0,0.2222189562175747,0.11110947810878735,0.6666568686527241,1,0,0,2,0,1,1,0.1199742857615153,0
32,31,1263.48,4000000,10,1,2,0,63600,5300,10600,47700,50.29735543464507,31800.0,0.08333202308139809,0.16666404616279618,0.7499882077325828,1,1,2,0,0,0,3,0.4616602198282877,1
63,465,1006.99,6000000,7,1,0,3,43560,4840,4840,33880,43.21471443169079,21780.0,0.11110856040954065,0.11110856040954065,0.7777599228667845,1,0,2,1,0,0,3,0.1363528675630868,0
31,126,1328.26,0,17,1,1,1,60840,13520,6760,40560,45.769826820937965,30420.0,0.22221856971450174,0.11110928485725087,0.6666557091435052,1,0,2,2,2,1,1,0.1199742857615153,0
55,407,1250.08,5000000,0,3,2,3,68160,11360,11360,45440,54.48092847779519,17040.0,0.1666642214756239,0.1666642214756239,0.6666568859024956,1,0,0,2,2,0,3,0.1363528675630868,0
27,101,982.7,6000000,9,1,1,0,5170,940,470,3760,5.2556673782657315,2585.0,0.18178302069232258,0.09089151034616129,0.7271320827692903,1,1,1,1,0,0,0,0.1335860877134362,0
37,187,1412.06,5000000,21,1,0,3,57700,5770,5770,46160,40.833368717534995,28850.0,0.09999826692778288,0.09999826692778288,0.799986135422263,1,0,2,2,1,0,3,0.1363528675630868,0
46,252,1066.7,0,22,3,0,2,89520,14920,14920,59680,83.843776341669,22380.0,0.1666648049061114,0.1666648049061114,0.6666592196244456,1,0,0,2,1,0,1,0.1363528675630868,0
43,229,1585.54,0,3,1,1,0,4620,420,840,3360,2.9119971762451624,2310.0,0.09088941787491885,0.1817788357498377,0.7271153429993508,0,0,3,1,1,1,0,0.0993852642810706,0
39,246,1416.08,0,16,1,0,3,45180,5020,5020,35140,31.882462528579897,22590.0,0.11110865186693522,0.11110865186693522,0.7777605630685465,1,0,2,1,1,0,2,0.1363528675630868,0
38,190,1246.03,0,14,1,0,0,45100,9020,4510,31570,36.165930250274656,22550.0,0.19999556550852532,0.09999778275426266,0.6999844792798385,1,1,2,2,2,1,3,0.1285283970832825,0
32,95,1356.64,0,21,3,0,3,83160,15120,15120,52920,61.25335140390678,20790.0,0.18181599547864985,0.18181599547864985,0.6363559841752745,1,0,0,2,1,1,3,0.1285283970832825,0
42,205,1387.7,4000000,19,1,2,1,86130,15660,15660,54810,62.02203499675956,43065.0,0.1818160708687929,0.1818160708687929,0.6363562480407751,1,0,2,1,0,0,2,0.1285283970832825,0
25,41,1004.14,0,13,3,1,3,48000,9600,4800,33600,47.75454165588873,12000.0,0.19999583342013708,0.09999791671006854,0.6999854169704798,1,0,0,0,2,1,1,0.1199742857615153,0
35,137,1107.07,0,21,1,0,0,3300,600,600,2100,2.978151199833946,1650.0,0.18176310209027569,0.18176310209027569,0.6361708573159649,0,0,3,1,2,0,0,0.0993852642810706,0
34,194,1429.96,0,11,3,1,2,57200,11440,5720,40040,39.973164868340135,14300.0,0.1999965035576301,0.09999825177881505,0.6999877624517054,1,0,0,1,0,0,2,0.1363528675630868,0
35,128,1074.99,0,16,1,2,0,7590,1380,690,5520,7.053968903056719,3795.0,0.18179423000922146,0.09089711500461073,0.7271769200368858,1,1,3,3,1,0,0,0.1099832439422607,0
37,150,1007.0,0,9,1,0,2,80080,12320,12320,55440,79.44444444444444,40040.0,0.1538442327143767,0.1538442327143767,0.6922990472146952,1,0,2,2,2,0,2,0.1363528675630868,0
30,104,1052.85,0,8,1,0,0,4800,960,480,3360,4.554727902452911,2400.0,0.19995834201208082,0.09997917100604041,0.6998541970422829,0,1,3,1,2,0,0,0.1099832439422607,0
37,163,1200.33,4000000,7,1,2,1,3900,390,780,2730,3.246401904555784,1950.0,0.09997436554729557,0.19994873109459113,0.699820558831069,0,0,3,1,1,0,0,0.3701210082204719,1
26,80,1343.0,0,12,1,0,0,90400,9040,9040,72320,67.26190476190476,45200.0,0.09999889381754627,0.09999889381754627,0.7999911505403702,1,1,2,1,0,1,1,0.1285283970832825,0
29,65,1441.6,5000000,21,3,0,0,62900,6290,12580,44030,43.601830029114105,15725.0,0.0999984102001558,0.1999968204003116,0.6999888714010906,1,1,0,1,2,0,2,0.1285283970832825,0
32,179,1433.42,6000000,4,1,1,2,54200,5420,10840,37940,37.785306953333055,27100.0,0.09999815501559012,0.19999631003118024,0.6999870851091309,1,0,2,0,2,0,2,0.5597630786895753,1
50,372,1368.57,0,18,3,2,2,51800,5180,10360,36260,37.822090145082036,12950.0,0.09999806953533716,0.19999613907067432,0.6999864867473601,1,0,0,0,2,0,3,0.1363528675630868,0
55,398,862.19,0,7,1,2,3,6600,600,1200,4800,7.646057067389566,3300.0,0.0908953188910771,0.1817906377821542,0.7271625511286168,1,0,3,3,2,1,0,0.0993852642810706,0
35,213,871.46,0,13,1,2,0,74140,13480,6740,53920,84.97810787887123,37070.0,0.1818157294884072,0.0909078647442036,0.7272629179536289,1,1,2,2,2,1,3,0.1199742857615153,0
25,79,1863.04,0,0,1,2,1,67800,13560,6780,47460,36.37261002982768,33900.0,0.19999705019100014,0.09999852509550007,0.6999896756685005,1,0,2,2,2,0,1,0.1363528675630868,0
44,232,1181.64,0,22,1,1,1,55400,5540,11080,38780,46.84434823784076,27700.0,0.09999819497842999,0.19999638995685998,0.6999873648490099,1,0,2,0,2,1,2,0.4774945961345326,1
37,230,1060.74,0,15,1,2,3,49100,9820,4910,34370,46.24484337031665,24550.0,0.19999592676320238,0.09999796338160119,0.6999857436712084,1,0,2,0,0,1,2,0.4040630399613154,1
41,234,951.56,0,3,3,2,1,98280,15120,7560,75600,103.17460317460318,24570.0,0.15384458847590074,0.07692229423795037,0.7692229423795036,1,0,0,0,1,0,3,0.5597630786895753,1
40,240,1533.71,9000000,18,2,0,2,66550,6050,12100,48400,43.36324126382183,22183.333333333332,0.0909077249027062,0.1818154498054124,0.7272617992216496,1,0,0,2,1,0,2,0.1199742857615153,0
33,143,1200.09,0,17,3,2,2,70400,14080,7040,49280,58.61342613792472,17600.0,0.19999715913126234,0.09999857956563117,0.6999900569594182,1,0,0,0,2,0,3,0.1285283970832825,0
42,266,1093.83,4000000,18,3,1,1,53280,4440,8880,39960,48.66508955728287,13320.0,0.08333176929862428,0.16666353859724856,0.7499859236876185,1,0,0,0,1,1,3,0.4040630399613154,1
32,89,988.93,0,11,1,2,3,84590,15380,15380,53830,85.45048639802815,42295.0,0.18181603243843908,0.18181603243843908,0.6363561135345368,1,0,2,2,1,0,1,0.1363528675630868,0
37,229,1331.94,0,17,1,0,2,54560,9920,9920,34720,40.93207496211382,27280.0,0.18181484943457782,0.18181484943457782,0.6363519730210223,1,0,2,2,1,0,2,0.1199742857615153,0
40,245,1361.45,0,12,1,0,2,82170,7470,7470,67230,60.31047010899482,41085.0,0.09090798456876513,0.09090798456876513,0.8181718611188862,1,0,2,1,0,1,2,0.1285283970832825,0
44,50,1188.51,0,15,3,1,2,61100,6110,12220,42770,51.36568839269952,15275.0,0.09999836336557504,0.19999672673115007,0.6999885435590252,1,0,0,2,2,1,1,0.1285283970832825,0
43,230,1101.83,0,0,3,0,3,51900,5190,10380,36330,47.06074372296728,12975.0,0.09999807325485058,0.19999614650970116,0.6999865127839541,1,0,0,1,1,1,1,0.4774945961345326,1
39,17,840.95,0,9,1,2,1,3440,430,430,2580,4.085753310766672,1720.0,0.12496367335077012,0.12496367335077012,0.7497820401046208,0,0,1,3,0,0,0,0.1335860877134362,0
36,163,1503.21,0,1,1,2,1,51390,5710,11420,34260,34.16411272362237,25695.0,0.11110894903776926,0.22221789807553852,0.6666536942266156,1,0,2,2,1,1,3,0.1199742857615153,0
32,29,1722.5,0,22,1,0,2,76900,7690,7690,61520,44.61850884827386,38450.0,0.09999869962679289,0.09999869962679289,0.7999895970143431,1,0,2,0,2,1,3,0.1363528675630868,0
42,232,944.03,0,11,1,2,3,77000,15400,7700,53900,81.47889484989895,38500.0,0.19999740263113466,0.09999870131556733,0.6999909092089713,1,0,2,1,1,1,2,0.4040630399613154,1
39,235,1453.61,4000000,10,1,0,3,60320,9280,9280,41760,41.46815985040664,30160.0,0.15384360338853798,0.15384360338853798,0.692296215248421,1,0,2,0,0,1,3,0.5597630786895753,1
46,295,1672.88,0,5,1,1,1,60700,12140,6070,42490,36.26305350443281,30350.0,0.19999670516136472,0.09999835258068236,0.6999884680647765,1,0,2,1,1,0,2,0.1199742857615153,0
21,22,1248.05,0,3,3,1,2,53280,5920,0,47360,42.656418878347544,13320.0,0.11110902573149903,0.0,0.8888722058519922,1,0,0,2,1,0,2,0.1199742857615153,0
43,286,1564.43,3000000,18,1,2,2,34290,3810,3810,26670,21.90452463540369,17145.0,0.11110787086990756,0.11110787086990756,0.7777550960893529,1,0,2,1,0,0,2,0.1363528675630868,0
44,257,1280.88,0,21,1,0,1,46980,0,5220,41760,36.64929634599182,23490.0,0.0,0.11110874608884443,0.8888699687107554,1,0,2,2,2,1,2,0.1363528675630868,0
26,94,722.66,0,6,3,1,2,36700,3670,7340,25690,50.714423900726864,9175.0,0.09999727527860276,0.19999455055720552,0.6999809269502193,1,0,0,0,1,1,1,0.1285283970832825,0
28,124,1235.14,0,20,3,0,1,60200,6020,6020,48160,48.699985438542555,15050.0,0.09999833889802495,0.09999833889802495,0.7999867111841996,1,0,0,2,2,1,3,0.1199742857615153,0
30,141,1347.04,0,6,1,1,2,6480,540,1080,4860,4.806979021394024,3240.0,0.0833204752353032,0.1666409504706064,0.7498842771177288,0,0,1,1,1,1,0,0.1335860877134362,0
38,3,1310.8,0,20,1,0,1,87200,17440,8720,61040,66.47354779692026,43600.0,0.19999770644832054,0.09999885322416027,0.6999919725691219,1,0,2,1,2,0,1,0.1199742857615153,0
41,285,1436.79,0,23,1,2,3,108480,18080,18080,72320,75.44912678485731,54240.0,0.1666651302993151,0.1666651302993151,0.6666605211972604,1,0,2,0,0,0,2,0.1199742857615153,0
34,130,1383.49,3000000,4,3,2,3,67500,7500,7500,52500,48.75441498313458,16875.0,0.1111094650449623,0.1111094650449623,0.7777662553147361,1,0,0,1,2,0,3,0.1363528675630868,0
62,458,1356.92,5000000,2,1,0,1,46980,5220,5220,36540,34.597030752916226,23490.0,0.11110874608884443,0.11110874608884443,0.7777612226219109,1,0,2,0,0,1,2,0.1285283970832825,0
60,456,766.19,0,6,1,0,3,5060,460,920,3680,6.595497855811467,2530.0,0.09089112823552657,0.18178225647105314,0.7271290258842126,1,0,1,1,2,0,0,0.0873722219467163,0
